Matemática|Aritmética I|2019|<p>1. (Enem PPL 2019) Um vidraceiro é contratado para colocar uma porta de vidro que escorregará em uma canaleta de largura interna igual a 1,45 cm, como mostra a figura. </p><img src="https://www.projetoagathaedu.com.br/imagens/provas-enem/matematica-pos/2019-2/um-vidraceiro-e-contratado-para-colocar-uma-porta.png"><p>O vidraceiro precisa de uma placa de vidro de maior espessura possível, tal que deixe uma folga total de pelo menos 0,2 cm, para que o vidro possa escorregar na canaleta, e no máximo 0,5 cm para que o vidro não fique batendo com a interferência do vento após a instalação. Para conseguir essa placa de vidro, esse vidraceiro foi até uma loja e lá encontrou placas de vidro com espessuras iguais a: 0,75 cm; 0,95 cm; 1,05 cm; 1,20 cm; 1,40 cm. </p><p> Para atender às restrições especificadas, o vidraceiro deverá comprar a placa de espessura, em centímetro, igual a</p>|D
Matemática|Aritmética I|2019|<p>2. (Enem PPL 2019) O boliche é um esporte cujo objetivo é derrubar, com uma bola, uma série de pinos alinhados em uma pista. A professora de matemática organizou um jogo de boliche em que os pinos são garrafas que possuem rótulos com números, conforme mostra o esquema.</p><img src="None"><p>O aluno marca pontos de acordo com a soma das quantidades expressas nos rótulos das garrafas que são derrubadas. Se dois ou mais rótulos representam a mesma quantidade, apenas um deles entra na contagem dos pontos. Um aluno marcou 7,55 pontos em uma jogada. Uma das garrafas que ele derrubou tinha o rótulo 6,8. </p><p>A quantidade máxima de garrafas que ele derrubou para obter essa pontuação é igual a </p>|E
Matemática|Aritmética I|2019|<p>3. (Enem PPL 2019) Alguns modelos de rádios automotivos estão protegidos por um código de segurança. Para ativar o sistema de áudio, deve-se digitar o código secreto composto por quatro algarismos. No primeiro caso de erro na digitação, a pessoa deve esperar 60 segundos para digitar o código novamente. O tempo de espera duplica, em relação ao tempo de espera anterior, a cada digitação errada. Uma pessoa conseguiu ativar o rádio somente na quarta tentativa, sendo de 30 segundos o tempo gasto para digitação do código secreto a cada tentativa. Nos casos da digitação incorreta, ela iniciou a nova tentativa imediatamente após a liberação do sistema de espera. </p><p>O tempo total, em segundo, gasto por essa pessoa para ativar o rádio foi igual a </p>|C
Matemática|Aritmética I|2018|<p>4. (Enem 2018) Numa atividade de treinamento realizada no Exército de um determinado país, três equipes – Alpha, Beta e Gama – foram designadas a percorrer diferentes caminhos, todos com os mesmos pontos de partida e de chegada. </p><p>• A equipe Alpha realizou seu percurso em 90 minutos com uma velocidade média de 6,0 km/h.</p><p>• A equipe Beta também percorreu sua trajetória em 90 minutos, mas sua velocidade média foi de 5,0 km/h.</p><p>• Com uma velocidade média de 6,5 km/h, a equipe Gama concluiu seu caminho em 60 minutos.</p><p> Com base nesses dados, foram comparadas as distâncias percorridas pelas três equipes.</p><p> A ordem das distâncias percorridas pelas equipes Alpha, Beta e Gama é</p>|A
Matemática|Aritmética I|2018|<p>5. (Enem 2018) Um edifício tem a numeração dos andares iniciando no térreo (T), e continuando com primeiro, segundo, terceiro, ..., até o último andar. Uma criança entrou no elevador e, tocando no painel, seguiu uma sequência de andares, parando, abrindo e fechando a porta em diversos andares. A partir de onde entrou a criança, o elevador subiu sete andares, em seguida desceu dez, desceu mais treze, subiu nove, desceu quatro e parou no quinto andar, finalizando a sequência. Considere que, no trajeto seguido pela criança, o elevador parou uma vez no último andar do edifício. </p><p> De acordo com as informações dadas, o último andar do edifício é o</p>|C
Matemática|Aritmética I|2018|<p>6. (Enem 2018) O salto ornamental é um esporte em que cada competidor realiza seis saltos. A nota em cada salto é calculada pela soma das notas dos juízes, multiplicada pela nota de partida (o grau de dificuldade de cada salto). Fica em primeiro lugar o atleta que obtiver a maior soma das seis notas recebidas. O atleta 10 irá realizar o último salto da final. Ele observa no Quadro 1, antes de executar o salto, o recorte do quadro parcial de notas com a sua classificação e a dos três primeiros lugares atê aquele momento. </p><img src="None"><p>Ele precisa decidir com seu treinador qual salto deverá realizar. Os dados dos possíveis tipos de salto estão no Quadro 2.</p><img src="None"><p> O atleta optará pelo salto com a maior probabilidade de obter a nota estimada, de maneira que lhe permita alcançar o primeiro lugar.</p><p>Considerando essas condições, o salto que o atleta deverá escolher é o de tipo</p>|C
Matemática|Aritmética I|2018|<p>7. (Enem 2018) Na teoria das eleições, o Método de Borda sugere que em vez de escolher um candidato, cada juiz deve criar um ranking de sua preferência para os concorrentes (isto é, criar uma lista com a ordem de classificação dos concorrentes). A este ranking é associada uma pontuação: um ponto para o último colocado no ranking, dois pontos para o penúltimo, três para o antepenúltimo e assim sucessivamente. Ao final, soma-se a pontuação atribuída a cada concorrente por cada um dos juízes. </p><p>Em uma escola houve um concurso de poesia no qual cinco alunos concorreram a um prêmio, sendo julgados por 25 juízes. Para a escolha da poesia vencedora foi utilizado o Método de Borda. Nos quadros, estão apresentados os rankings dos juízes e a frequência de cada ranking.</p><img src="None"><p>A poesia vencedora foi a de</p>|E
Matemática|Aritmética I|2018|<p> 8. (Enem 2018) Em um aeroporto, os passageiros devem submeter suas bagagens a uma das cinco máquinas de raio-X disponíveis ao adentrarem a sala de embarque. Num dado instante, o tempo gasto por essas máquinas para escanear a bagagem de cada passageiro e o número de pessoas presentes em cada fila estão apresentados em um painel, como mostrado na figura.</p><img src="None"><p>Um passageiro, ao chegar à sala de embarque desse aeroporto no instante indicado, visando esperar o menor tempo possível, deverá se dirigir à máquina</p>|B
Matemática|Aritmética I|2018|<p>09. (Enem 2018) A prefeitura de um pequeno município do interior decide colocar postes para iluminação ao longa de uma estrada retilínea, que inicia em uma praça central e termina numa fazenda na zona rural. Como a praça já possui iluminação, o primeiro poste será colocado a 80 metros da praça, o segundo, a 100 metros, o terceiro, a 120 metros, e a assim sucessivamente, mantendo-se sempre uma distância de vinte metros entre os postes, até que o último poste seja colocado a uma distância de 1 380 metros da praça. </p><p> Se a prefeitura pode pagar, no máximo, R$ 8 000,00 por poste colocado, o maior valor que poderá gastar com a colocação desses postes é </p>|C
Matemática|Aritmética I|2018|<p> 10. (Enem 2018) Torneios de tênis, em geral, são disputados em sistema de eliminatória simples. Nesse sistema, são disputadas partidas entre dois competidores, com a eliminação do perdedor e promoção do vencedor para a fase seguinte. Dessa forma, se na 1ª fase o torneio conta com 2n competidores, então na 2ª fase restarão n competidores, e assim sucessivamente até a partida final.</p><p> Em um torneio de tênis, disputado nesse sistema, participam 128 tenistas.</p><p> Para se definir o campeão desse torneio, o número de partidas necessárias é dado por</p>|E
